GameID|HomeTeam|AwayTeam|GameWinner|GameLoser|ScoreHome|ScoreAway|HomeFirstDowns|HomePassingYards|HomePenaltyCnt|HomePenaltyYards|HomePossTime|HomePuntAvg|HomepuntCnt|HomePuntYards|HomeRushingYards|HomeTotalYards|HomeTurnOvers|AwayFirstDowns|AwayPassingYards|AwayPenaltyCnt|AwayPenaltyYards|AwayPossTime|AwayPuntAvg|AwaypuntCnt|AwayPuntYards|AwayRushingYards|AwayTotalYards|AwayTurnOvers|HomeFieldGoals|AwayFieldGoals|HomeTouchDowns|AwayTouchDowns|HomePassingComp|AwayPassingComp|HomePassingAtt|AwayPassingAtt|HomePassingTD|AwayPassingTD|HomeRushingAtt|AwayRushingAtt|HomeRushingTD|AwayRushingTD|Year|Week|Date|Day|TimeOfDay|NumericDate|Temp|DewPoint|Visiability|Humidity|WindSpeed|WindDir|Pressure|Fog|Precipitation|Condition|Rain|Snow|WindChill|HeatIndex|HomePassYardsPerAttempt|HomePassingCompPct|AwayPassYardsPerAttempt|AwayPassingCompPct|HomeRushYardsPerAttempt|AwayRushYardsPerAttempt|HomeTeamWin
533|PHI|SF|SF|PHI|23|24|23|405|5|55|31:08|47|2|87|108|513|3|22|278|5|40|28:52|45|4|198|164|442|1|3|1|2|3|30|21|46|33|2|2|20|25|0|1|2011|4|10/2/2011|6|1:00|20111002|55.0|46.0|10.0|72.0|12.7|WSW|29.81|0.0||Overcast|0.0|0.0|||13.5|0.652173913043|13.2380952381|0.636363636364|5.4|6.56|0
534|CHI|CAR|CHI|CAR|34|29|15|93|5|45|26:31|33|4|157|224|317|1|24|374|8|52|33:29|5|2|79|169|543|1|3|2|3|4|27|9|46|17|1|0|26|31|2|2|2011|4|10/2/2011|6|1:00|20111002|62.1|33.1|10.0|34.0|4.6|WNW|30.22|0.0||Scattered Clouds|0.0|0.0|||3.44444444444|0.586956521739|41.5555555556|0.529411764706|8.61538461538|5.45161290323|1
535|STL|WAS|WAS|STL|10|17|14|127|9|65|24:50|42|8|360|45|172|1|16|143|10|96|35:10|46|7|321|196|339|2|1|1|1|2|20|15|43|29|1|1|17|40|0|1|2011|4|10/2/2011|6|1:00|20111002|||||||||||||||6.35|0.46511627907|9.53333333333|0.51724137931|2.64705882353|4.9|0
536|JAC|NO|NO|JAC|10|23|15|170|2|15|22:55|36|4|153|104|274|1|30|326|6|50|37:05|54|1|58|177|503|2|1|3|1|2|16|31|42|44|1|1|17|34|0|1|2011|4|10/2/2011|6|1:00|20111002|73.9|45.0|10.0|35.0|4.6|South|30.03|0.0||Partly Cloudy|0.0|0.0|||10.625|0.380952380952|10.5161290323|0.704545454545|6.11764705882|5.20588235294|0
537|KC|MIN|KC|MIN|22|17|15|247|6|57|27:50|45|3|146|103|350|0|17|190|6|45|32:10|31|4|213|151|341|1|5|1|1|2|18|18|29|30|1|2|28|30|0|0|2011|4|10/2/2011|6|1:00|20111002|73.0|35.1|10.0|25.0|3.5|Variable|30.22|0.0||Clear|0.0|0.0|||13.7222222222|0.620689655172|10.5555555556|0.6|3.67857142857|5.03333333333|1
538|ARI|NYG|NYG|ARI|27|31|22|212|11|118|31:59|38|4|180|156|368|2|24|306|7|55|28:01|35|5|223|54|360|2|2|1|3|4|20|27|34|40|0|2|32|24|3|2|2011|4|10/2/2011|6|4:05|20111002|98.1|45.0|10.0|16.0|6.9|WNW|29.79|0.0||Scattered Clouds|0.0|0.0|||10.6|0.588235294118|11.3333333333|0.675|4.875|2.25|0
539|SEA|ATL|ATL|SEA|28|30|20|319|6|40|19:50|42|3|149|53|372|2|25|291|4|35|40:10|28|4|150|121|412|0|3|0|3|4|28|25|42|38|1|3|36|15|2|1|2011|4|10/2/2011|6|4:05|20111002|63.0|51.1|10.0|65.0|0.0|North|29.87|0.0||Overcast|0.0|0.0|||11.3928571429|0.666666666667|11.64|0.657894736842|1.47222222222|8.06666666667|0
540|GB|DEN|GB|DEN|49|23|26|396|3|27|33:01|49|1|49|111|507|2|18|265|3|24|26:59|46|2|98|119|384|4|1|0|3|7|22|29|32|39|3|4|23|28|0|2|2011|4|10/2/2011|6|4:15|20111002|68.0|39.9|10.0|36.0|6.9|West|30.16|0.0||Clear|0.0|0.0|||18.0|0.6875|9.13793103448|0.74358974359|4.82608695652|4.25|1
541|OAK|NE|NE|OAK|19|31|24|344|9|85|33:20|45|2|104|160|504|2|25|226|5|45|26:40|43|3|147|183|409|0|1|2|4|2|16|25|30|39|2|1|30|27|2|1|2011|4|10/2/2011|6|4:15|20111002|66.9|55.0|10.0|66.0|15.0|West|30.02|0.0||Mostly Cloudy|0.0|0.0|||21.5|0.533333333333|9.04|0.641025641026|5.33333333333|6.77777777778|0
542|SD|MIA|SD|MIA|26|16|21|295|8|80|33:18|43|3|151|116|411|0|16|176|2|41|26:42|38|3|135|72|248|2|3|4|1|2|20|21|30|31|0|1|22|28|1|1|2011|4|10/2/2011|6|4:15|20111002|75.9|59.0|10.0|56.0|6.9|WNW|29.95|0.0||Scattered Clouds|0.0|0.0|||14.75|0.666666666667|8.38095238095|0.677419354839|5.27272727273|2.57142857143|1
543|BAL|NYJ|BAL|NYJ|34|17|16|155|7|46|37:28|37|7|310|112|267|3|7|112|9|69|22:32|39|8|346|38|150|4|2|1|4|2|10|11|31|35|0|0|40|19|1|0|2011|4|10/2/2011|6|8:20|20111002|51.1|44.1||77.0||North|29.93|0.0||Unknown|0.0|0.0|||15.5|0.322580645161|10.1818181818|0.314285714286|2.8|2.0|1
544|TB|IND|TB|IND|24|17|25|274|14|106|39:00|44|5|220|192|466|0|13|256|6|50|21:00|42|6|266|62|318|1|1|1|2|3|13|25|30|39|2|1|18|36|0|2|2011|4|10/3/2011|0|8:30|20111003|71.6|50.0|10.0|46.0||North|30.09|0.0||Clear|0.0|0.0|||21.0769230769|0.433333333333|10.24|0.641025641026|10.6666666667|1.72222222222|1
545|PIT|TEN|PIT|TEN|38|17|26|257|5|51|32:22|13|2|48|174|431|2|20|240|9|70|27:38|42|4|169|66|306|1|1|1|5|2|25|29|35|49|5|1|28|18|0|1|2011|5|10/9/2011|6|1:00|20111009|78.1|45.0|10.0|31.0|0.0|North|30.4|0.0||Clear|0.0|0.0|||10.28|0.714285714286|8.27586206897|0.591836734694|6.21428571429|3.66666666667|1
546|HOU|OAK|OAK|HOU|20|25|21|403|6|50|34:25|33|8|298|70|473|2|11|184|11|89|25:35|45|7|346|94|278|1|2|3|2|2|24|15|51|35|2|2|25|22|0|0|2011|5|10/9/2011|6|1:00|20111009|66.2|64.4|1.5|94.0|0.0|North|29.92|0.0|0.12|Overcast|0.0|0.0|||16.7916666667|0.470588235294|12.2666666667|0.428571428571|2.8|4.27272727273|0
547|IND|KC|KC|IND|24|28|15|277|4|40|26:53|48|5|277|78|355|0|26|242|5|39|33:07|41|6|269|194|436|0|1|0|3|4|15|21|27|29|2|4|27|38|1|0|2011|5|10/9/2011|6|1:00|20111009|75.0|52.0|10.0|44.0|3.5|Variable|30.32|0.0||Clear|0.0|0.0|||18.4666666667|0.555555555556|11.5238095238|0.724137931034|2.88888888889|5.10526315789|0
548|JAC|CIN|CIN|JAC|20|30|12|200|2|15|27:27|32|7|264|96|296|2|13|162|4|33|32:33|44|7|334|77|239|1|1|2|4|2|21|15|33|28|2|1|31|27|1|1|2011|5|10/9/2011|6|1:00|20111009|79.0|66.9|10.0|66.0|20.7|ENE|29.99|0.0||Mostly Cloudy|0.0|0.0|||9.52380952381|0.636363636364|10.8|0.535714285714|3.09677419355|2.85185185185|0
549|NYG|SEA|SEA|NYG|25|36|21|395|7|52|31:14|39|7|343|69|464|5|22|279|10|70|28:46|40|7|312|145|424|3|1|2|3|4|24|26|39|41|3|2|25|29|0|1|2011|5|10/9/2011|6|1:00|20111009|86.0|55.9|10.0|36.0|6.9|WNW|30.32|0.0||Clear|0.0|0.0||84.7|16.4583333333|0.615384615385|10.7307692308|0.634146341463|2.76|5.0|0
550|MIN|ARI|MIN|ARI|34|10|20|160|5|35|28:59|48|4|190|172|332|1|18|214|6|64|31:01|33|5|212|77|291|4|1|2|1|4|23|10|48|21|0|0|24|37|1|4|2011|5|10/9/2011|6|1:00|20111009|82.9|51.1|10.0|33.0|13.8|SE|30.13|0.0||Clear|0.0|0.0|||6.95652173913|0.479166666667|21.4|0.47619047619|7.16666666667|2.08108108108|1
551|CAR|NO|NO|CAR|27|30|20|219|7|65|25:20|44|3|132|162|381|1|27|343|9|82|34:40|31|2|90|101|444|1|3|0|4|3|16|32|31|45|2|2|22|28|2|1|2011|5|10/9/2011|6|1:00|20111009|75.0|55.0|10.0|50.0|11.5|ENE|30.33|0.0||Mostly Cloudy|0.0|0.0|||13.6875|0.516129032258|10.71875|0.711111111111|7.36363636364|3.60714285714|0
552|BUF|PHI|BUF|PHI|31|24|21|188|4|40|33:38|37|5|251|143|331|1|24|315|5|46|26:22|26|2|72|174|489|5|1|1|4|3|21|26|27|40|1|2|35|19|2|1|2011|5|10/9/2011|6|1:00|20111009|75.0|52.0|10.0|44.0|6.9|SW|30.39|0.0||Partly Cloudy|0.0|0.0|||8.95238095238|0.777777777778|12.1153846154|0.65|4.08571428571|9.15789473684|1
553|SF|TB|SF|TB|48|3|28|205|3|30|31:03|38|1|38|213|418|1|14|186|9|96|28:57|35|6|259|86|272|3|2|1|6|0|14|18|22|35|3|0|36|23|2|0|2011|5|10/9/2011|6|4:05|20111009|64.9|48.9|10.0|56.0|17.3|WNW|29.95|0.0||Mostly Cloudy|0.0|0.0|||14.6428571429|0.636363636364|10.3333333333|0.514285714286|5.91666666667|3.73913043478|1
554|NE|NYJ|NE|NYJ|30|21|26|294|6|50|33:55|41|4|205|152|446|1|14|158|8|89|26:05|38|7|319|97|255|0|3|0|3|3|24|16|33|26|1|2|35|25|2|1|2011|5|10/9/2011|6|4:15|20111009|84.0|50.0|10.0|31.0|5.8|West|30.22|0.0||Clear|0.0|0.0|||12.25|0.727272727273|9.875|0.615384615385|4.34285714286|3.88|1
555|DEN|SD|SD|DEN|24|29|13|113|4|53|19:52|43|6|322|162|275|1|25|212|0|0|40:08|37|3|147|206|418|2|1|5|3|2|10|18|23|29|1|1|23|43|1|1|2011|5|10/9/2011|6|4:15|20111009|48.2|35.6|25.0|62.0|9.2|East|30.03|0.0||Mostly Cloudy|0.0|0.0|||11.3|0.434782608696|11.7777777778|0.620689655172|7.04347826087|4.79069767442|0
556|ATL|GB|GB|ATL|14|25|18|156|5|44|26:49|37|5|189|95|251|2|19|369|6|55|33:11|41|2|85|57|426|1|4|0|2|2|18|26|32|39|1|2|22|20|1|0|2011|5|10/9/2011|6|8:20|20111009|69.1|55.0|10.0|61.0|10.4|ENE|30.17|0.0||Overcast|0.0|0.0|||8.66666666667|0.5625|14.1923076923|0.666666666667|4.31818181818|2.85|0
557|DET|CHI|DET|CHI|24|13|16|214|12|94|20:57|32|5|162|181|395|1|23|237|14|104|39:03|39|5|221|122|359|0|2|1|1|3|28|19|38|26|1|2|25|20|0|1|2011|5|10/10/2011|0|8:30|20111010|63.0|55.9|10.0|78.0|3.5|ESE|30.18|0.0||Clear|0.0|0.0|||7.64285714286|0.736842105263|12.4736842105|0.730769230769|7.24|6.1|1
558|NYG|BUF|NYG|BUF|27|24|24|292|7|79|30:47|43|3|161|122|414|0|17|219|7|75|29:13|33|3|136|155|374|2|1|2|3|3|21|21|30|32|2|0|23|33|1|3|2011|6|10/16/2011|6|1:00|20111016|66.9|39.0|10.0|36.0|15.0|WSW|29.83|0.0||Clear|0.0|0.0|||13.9047619048|0.7|10.4285714286|0.65625|5.30434782609|4.69696969697|1
559|CIN|IND|CIN|IND|27|17|17|264|11|111|33:36|43|5|221|94|358|0|18|179|2|11|26:24|43|4|208|94|273|3|2|1|3|2|25|23|32|34|1|1|31|23|1|1|2011|6|10/16/2011|6|1:00|20111016|77.0|45.0|10.0|32.0|16.1|SW|29.82|0.0||Clear|0.0|0.0|||10.56|0.78125|7.78260869565|0.676470588235|3.03225806452|4.08695652174|1
560|PIT|JAC|PIT|JAC|17|13|15|185|8|65|31:13|38|6|256|185|370|0|16|76|4|22|28:47|40|7|296|133|209|0|2|1|1|2|12|12|26|23|1|1|30|32|0|1|2011|6|10/16/2011|6|1:00|20111016|64.0|37.9|10.0|38.0|19.6|SW|29.81|0.0||Mostly Cloudy|0.0|0.0|||15.4166666667|0.461538461538|6.33333333333|0.521739130435|6.16666666667|4.15625|1
561|WAS|PHI|PHI|WAS|13|20|17|245|9|75|21:52|43|4|170|42|287|4|22|230|8|60|38:08|36|3|131|192|422|2|2|2|2|1|18|17|32|37|1|0|38|14|1|1|2011|6|10/16/2011|6|1:00|20111016|70.0|41.0|10.0|35.0|12.7|SW|29.95|0.0||Scattered Clouds|0.0|0.0|||13.6111111111|0.5625|13.5294117647|0.459459459459|1.10526315789|13.7142857143|0
562|DET|SF|SF|DET|19|25|21|244|6|54|30:21|32|8|350|66|310|0|14|111|15|120|29:39|41|9|430|203|314|2|2|3|2|2|28|17|50|32|2|1|18|29|0|1|2011|6|10/16/2011|6|1:00|20111016|52.0|44.1|10.0|74.0|12.7|WSW|29.68|0.0||Scattered Clouds|0.0|0.0|||8.71428571429|0.56|6.52941176471|0.53125|3.66666666667|7.0|0
563|GB|STL|GB|STL|24|3|20|303|3|16|29:19|29|5|222|96|399|1|22|299|7|45|30:41|32|5|162|125|424|1|1|1|3|0|17|28|28|44|3|0|32|25|0|0|2011|6|10/16/2011|6|1:00|20111016|57.2|30.2|10.0|36.0|21.9|WNW|29.65|0.0||Partly Cloudy|0.0|0.0|||17.8235294118|0.607142857143|10.6785714286|0.636363636364|3.0|5.0|1
564|ATL|CAR|ATL|CAR|31|17|24|159|4|57|30:34|43|3|129|166|325|0|24|226|7|85|29:26|37|2|81|142|368|3|1|1|4|2|14|21|22|35|1|0|35|25|3|2|2011|6|10/16/2011|6|1:00|20111016|80.1|42.1|10.0|26.0|3.5|Variable|30.11|0.0||Clear|0.0|0.0|||11.3571428571|0.636363636364|10.7619047619|0.6|4.74285714286|5.68|1
565|OAK|CLE|OAK|CLE|24|17|18|178|5|35|34:41|36|4|194|151|329|1|18|203|5|34|25:19|46|6|271|65|268|1|1|1|2|3|21|15|45|24|2|1|21|40|0|1|2011|6|10/16/2011|6|4:05|20111016|72.0|57.0|10.0|59.0|11.5|WNW|30.06|0.0||Scattered Clouds|0.0|0.0|||8.47619047619|0.466666666667|13.5333333333|0.625|7.19047619048|1.625|1
566|BAL|HOU|BAL|HOU|29|14|24|289|5|25|32:12|43|2|90|113|402|2|18|200|5|15|27:48|36|6|246|93|293|0|5|0|2|2|20|21|33|37|0|1|30|25|2|0|2011|6|10/16/2011|6|4:05|20111016|73.0|39.9||30.0||North|29.8|0.0||Unknown|0.0|0.0|||14.45|0.606060606061|9.52380952381|0.567567567568|3.76666666667|3.72|1
567|TB|NO|TB|NO|26|20|21|303|7|64|31:27|50|4|189|117|420|0|20|383|7|53|28:33|49|4|220|70|453|4|2|4|2|2|29|23|45|41|1|2|20|25|1|0|2011|6|10/16/2011|6|4:15|20111016|84.2|59.0|10.0|42.0||North|29.99|0.0||Clear|0.0|0.0||83.8|10.4482758621|0.644444444444|16.652173913|0.560975609756|5.85|2.8|1
568|NE|DAL|NE|DAL|20|16|25|270|5|35|27:11|47|2|96|101|371|4|21|300|10|77|32:49|40|4|207|77|377|2|3|2|1|2|27|27|41|41|1|2|24|25|0|0|2011|6|10/16/2011|6|4:15|20111016|63.0|37.9|10.0|40.0|6.9|SW|29.72|0.0||Partly Cloudy|0.0|0.0|||10.0|0.658536585366|11.1111111111|0.658536585366|4.20833333333|3.08|1
569|CHI|MIN|CHI|MIN|39|10|22|258|3|15|30:40|38|3|115|119|377|1|15|233|5|40|29:20|32|5|186|53|286|0|3|1|4|1|21|28|31|42|2|0|28|17|1|1|2011|6|10/16/2011|6|8:20|20111016|52.0|34.0|10.0|50.0|10.4|West|29.84|0.0||Clear|0.0|0.0|||12.2857142857|0.677419354839|8.32142857143|0.666666666667|4.25|3.11764705882|1
570|NYJ|MIA|NYJ|MIA|24|6|13|192|6|49|30:21|39|8|388|104|296|1|17|190|2|10|29:39|39|7|305|118|308|3|2|1|3|0|16|14|34|25|0|1|25|29|0|1|2011|6|10/17/2011|0|8:30|20111017|59.0|37.0|10.0|44.0|8.1|SSW|29.75|0.0||Clear|0.0|0.0|||12.0|0.470588235294|13.5714285714|0.56|4.16|4.06896551724|1
571|MIA|DEN|DEN|MIA|15|18|15|173|2|20|33:19|39|8|397|94|267|1|18|125|5|30|34:17|41|9|435|183|308|1|1|3|2|1|13|22|27|33|2|1|39|31|0|0|2011|7|10/23/2011|6|1:00|20111023|80.6|68.0|10.0|65.0|11.5|NE|29.92|0.0||Mostly Cloudy|0.0|0.0||83.2|13.3076923077|0.481481481481|5.68181818182|0.666666666667|2.41025641026|5.90322580645|0
572|NYJ|SD|NYJ|SD|27|21|25|156|8|60|32:46|37|3|110|162|318|2|16|172|13|95|27:14|47|4|201|96|268|2|2|0|3|3|18|16|33|32|3|1|31|25|0|1|2011|7|10/23/2011|6|1:00|20111023|60.1|37.9|10.0|44.0|3.5|Variable|30.1|0.0||Partly Cloudy|0.0|0.0|||8.66666666667|0.545454545455|10.75|0.5|5.22580645161|3.84|1
573|TEN|HOU|HOU|TEN|7|41|11|95|8|76|22:02|43|7|319|53|148|2|29|296|6|68|37:58|32|2|96|222|518|0|2|0|5|1|18|15|23|31|2|1|47|15|2|0|2011|7|10/23/2011|6|1:00|20111023|70.0|39.0|10.0|32.0|9.2|East|30.06|0.0||Mostly Cloudy|0.0|0.0|||5.27777777778|0.782608695652|19.7333333333|0.483870967742|1.12765957447|14.8|0
574|DET|ATL|ATL|DET|16|23|13|159|10|84|25:03|34|6|263|104|263|1|22|199|11|80|34:57|35|5|177|129|328|2|3|3|2|1|20|15|35|32|1|1|31|20|1|0|2011|7|10/23/2011|6|1:00|20111023|61.0|43.0|10.0|52.0|12.7|South|29.97|0.0||Partly Cloudy|0.0|0.0|||7.95|0.571428571429|13.2666666667|0.46875|3.35483870968|6.45|0
575|CAR|WAS|CAR|WAS|33|20|20|232|13|105|35:30|40|3|116|175|407|0|22|261|3|26|24:30|37|1|37|92|353|3|4|2|3|2|18|22|23|37|1|1|37|23|2|1|2011|7|10/23/2011|6|1:00|20111023|66.9|44.1|10.0|44.0|0.0|North|30.12|0.0||Scattered Clouds|0.0|0.0|||12.8888888889|0.782608695652|11.8636363636|0.594594594595|4.72972972973|4.0|1
576|TB|CHI|CHI|TB|18|24|16|250|8|69|26:48|44|8|381|30|280|4|19|218|7|54|33:12|37|6|228|177|395|2|1|1|3|2|17|29|32|52|1|2|33|11|2|0|2011|7|10/23/2011|6|1:00|20111023|77.0|46.4|10.0|34.0||North|30.01|0.0||Clear|0.0|0.0|||14.7058823529|0.53125|7.51724137931|0.557692307692|0.909090909091|16.0909090909|0
577|CLE|SEA|CLE|SEA|6|3|20|157|7|48|42:56|31|5|193|141|298|1|9|72|8|68|17:04|42|7|351|65|137|2|2|1|0|0|20|12|35|30|0|0|44|17|0|0|2011|7|10/23/2011|6|1:00|20111023|62.6|41.0|10.0|45.0|9.2|South|30.02|0.0||Overcast|0.0|0.0|||7.85|0.571428571429|6.0|0.4|3.20454545455|3.82352941176|1
578|ARI|PIT|PIT|ARI|20|32|23|257|9|67|24:13|36|4|191|73|330|1|26|354|9|69|35:47|39|3|118|91|445|0|3|0|3|3|18|26|34|39|2|3|19|28|1|0|2011|7|10/23/2011|6|4:05|20111023|93.2|28.4|10.0|10.0|6.9|SW|29.87|0.0||Clear|0.0|0.0|||14.2777777778|0.529411764706|13.6153846154|0.666666666667|3.84210526316|3.25|0
579|OAK|KC|KC|OAK|0|28|18|167|14|120|26:23|41|6|289|155|322|6|22|161|10|98|33:37|47|7|368|139|300|2|0|0|4|0|15|15|30|35|0|0|39|27|2|0|2011|7|10/23/2011|6|4:05|20111023|84.9|55.9|10.0|37.0|9.2|NW|29.9|0.0||Partly Cloudy|0.0|0.0||83.7|11.1333333333|0.5|10.7333333333|0.428571428571|3.97435897436|5.14814814815|0
580|MIN|GB|GB|MIN|27|33|22|217|9|91|27:54|30|4|161|218|435|2|25|307|6|44|32:06|55|3|178|114|421|1|4|2|3|3|24|13|30|32|3|2|26|31|0|1|2011|7|10/23/2011|6|4:15|20111023|54.0|43.0|10.0|66.0|6.9|NNW|29.84|0.0||Overcast|0.0|0.0|||9.04166666667|0.8|23.6153846154|0.40625|8.38461538462|3.67741935484|0
581|DAL|STL|DAL|STL|34|7|24|151|6|30|33:56|45|3|145|294|445|1|13|195|4|16|26:04|42|5|237|70|265|2|2|0|4|1|14|20|24|33|2|0|34|21|2|1|2011|7|10/23/2011|6|4:15|20111023|73.9|62.1|10.0|66.0|8.1|North|30.01|0.0||Clear|0.0|0.0|||10.7857142857|0.583333333333|9.75|0.606060606061|8.64705882353|3.33333333333|1
582|NO|IND|NO|IND|62|7|36|321|1|10|38:19|40|1|53|236|557|0|11|97|7|49|21:41|42|6|279|155|252|3|2|0|1|8|12|31|22|35|0|5|23|38|1|2|2011|7|10/23/2011|6|8:20|20111023|||||||||||||||26.75|0.545454545455|3.12903225806|0.885714285714|10.2608695652|4.07894736842|1
583|JAC|BAL|JAC|BAL|12|7|13|73|6|90|36:15|40|7|286|132|205|1|11|112|10|85|23:45|46|9|470|34|146|2|4|0|1|0|21|9|38|20|1|0|12|42|0|0|2011|7|10/24/2011|0|8:30|20111024|69.1|55.0|10.0|61.0|0.0|North|30.12|0.0||Clear|0.0|0.0|||3.47619047619|0.552631578947|12.4444444444|0.45|11.0|0.809523809524|1
584|NYG|MIA|NYG|MIA|20|17|21|344|7|46|32:26|45|4|187|58|402|0|18|101|4|30|27:34|44|5|247|145|246|1|1|2|2|2|13|31|22|45|0|2|26|23|2|0|2011|8|10/30/2011|6|1:00|20111030|45.0|26.1|10.0|48.0|12.7|NNW|30.19|0.0||Clear|0.0|0.0|38.9||26.4615384615|0.590909090909|3.25806451613|0.688888888889|2.23076923077|6.30434782609|1
585|HOU|JAC|HOU|JAC|24|14|20|202|7|60|35:19|40|6|272|156|358|2|13|90|5|39|24:41|37|8|374|84|174|2|1|0|3|2|16|10|30|32|1|1|39|25|2|1|2011|8|10/30/2011|6|1:00|20111030|75.2|44.6|10.0|34.0|0.0|North|30.13|0.0||Clear|0.0|0.0|||12.625|0.533333333333|9.0|0.3125|4.0|3.36|1
586|TEN|IND|TEN|IND|27|10|17|215|3|40|31:28|34|8|330|96|311|0|22|241|10|66|28:32|29|7|269|158|399|2|1|2|1|3|26|23|49|33|0|1|26|31|1|1|2011|8|10/30/2011|6|1:00|20111030|60.1|26.1|10.0|27.0|8.1|SSE|30.2|0.0||Mostly Cloudy|0.0|0.0|||8.26923076923|0.530612244898|10.4782608696|0.69696969697|3.69230769231|5.09677419355|1
587|CAR|MIN|MIN|CAR|21|24|21|265|6|60|27:55|43|4|174|140|405|2|22|229|4|43|32:05|40|4|179|132|361|1|1|0|3|3|22|18|35|28|3|1|27|33|0|2|2011|8|10/30/2011|6|1:00|20111030|59.0|28.9|10.0|32.0|6.9|East|30.29|0.0||Scattered Clouds|0.0|0.0|||12.0454545455|0.628571428571|12.7222222222|0.642857142857|5.18518518519|4.0|0
588|STL|NO|STL|NO|31|21|21|140|9|64|31:23|40|7|298|183|323|1|19|227|5|32|28:37|35|7|282|56|283|2|1|0|3|4|30|20|44|37|1|1|20|31|1|2|2011|8|10/30/2011|6|1:00|20111030|63.0|28.0|10.0|27.0|16.1|South|30.01|0.0||Overcast|0.0|0.0|||4.66666666667|0.681818181818|11.35|0.540540540541|9.15|1.8064516129|1
589|BAL|ARI|BAL|ARI|30|27|30|298|11|99|29:42|21|5|219|107|405|2|17|98|12|92|30:18|36|6|240|109|207|1|2|3|3|3|10|31|21|51|1|0|30|26|1|3|2011|8|10/30/2011|6|1:00|20111030|52.0|27.0||38.0||North|30.3|0.0||Unknown|0.0|0.0|||29.8|0.47619047619|3.16129032258|0.607843137255|3.56666666667|4.19230769231|1
590|DEN|DET|DET|DEN|10|45|19|117|5|55|30:26|46|7|353|195|312|3|21|263|4|45|29:34|34|7|284|113|376|0|1|1|1|6|18|22|39|32|1|3|30|28|0|1|2011|8|10/30/2011|6|4:05|20111030|62.6|24.8|70.0|24.0|3.5|North|30.08|0.0||Partly Cloudy|0.0|0.0|||6.5|0.461538461538|11.9545454545|0.6875|6.5|4.03571428571|0
591|BUF|WAS|BUF|WAS|23|0|17|252|6|35|34:51|28|3|135|138|390|2|10|152|3|54|25:09|43|6|279|26|178|2|3|0|2|0|21|20|27|33|2|0|33|12|0|0|2011|8|10/30/2011|6|4:05|20111030|46.9|33.1|10.0|59.0|9.2|WSW|30.24|0.0||Mostly Cloudy|0.0|0.0|||12.0|0.777777777778|7.6|0.606060606061|4.18181818182|2.16666666667|1
592|PIT|NE|PIT|NE|25|17|29|329|8|50|39:22|30|1|31|98|427|1|19|170|6|37|20:38|39|4|168|43|213|0|1|3|2|2|24|36|35|50|2|2|12|23|0|0|2011|8|10/30/2011|6|4:15|20111030|39.2|35.6|4.0|87.0|3.5|SSE|30.24|0.0||Haze|0.0|0.0|37.0||13.7083333333|0.685714285714|4.72222222222|0.72|8.16666666667|1.86956521739|1
593|SF|CLE|SF|CLE|20|10|19|174|5|40|32:53|43|5|268|174|348|0|18|224|5|39|27:07|41|6|264|66|290|2|1|2|1|2|22|15|34|24|1|1|23|39|0|1|2011|8|10/30/2011|6|4:15|20111030|68.0|48.0|10.0|49.0|17.3|WNW|30.04|0.0||Clear|0.0|0.0|||7.90909090909|0.647058823529|14.9333333333|0.625|7.5652173913|1.69230769231|1
594|SEA|CIN|CIN|SEA|12|34|20|350|11|80|28:33|24|6|320|61|411|2|18|160|7|65|31:27|38|5|226|92|252|2|2|2|4|1|18|25|29|47|2|0|27|20|0|1|2011|8|10/30/2011|6|4:15|20111030|57.0|48.9|10.0|74.0|5.8|Variable|30.07|0.0||Overcast|0.0|0.0|||19.4444444444|0.620689655172|6.4|0.531914893617|2.25925925926|4.6|0
595|PHI|DAL|PHI|DAL|34|7|31|256|6|33|42:09|29|2|92|239|495|0|12|182|3|20|17:51|37|5|195|85|267|1|2|0|1|4|18|21|35|28|1|2|10|38|0|2|2011|8|10/30/2011|6|8:20|20111030|44.1|30.0|10.0|58.0|8.1|WNW|30.34|0.0||Clear|0.0|0.0|39.5||14.2222222222|0.514285714286|8.66666666667|0.75|23.9|2.23684210526|1
596|KC|SD|KC|SD|23|20|19|247|9|53|32:15|47|5|286|94|341|4|22|345|12|105|37:29|51|3|168|102|447|4|3|4|2|1|19|26|32|41|1|0|32|27|1|1|2011|8|10/31/2011|0|8:30|20111031|62.1|33.1|10.0|34.0|4.6|SSW|29.99|0.0||Clear|0.0|0.0|||13.0|0.59375|13.2692307692|0.634146341463|2.9375|3.77777777778|1
597|BUF|NYJ|NYJ|BUF|11|27|14|191|6|84|22:08|44|4|190|96|287|3|24|222|9|60|37:52|36|2|71|126|348|2|1|2|1|3|15|20|31|28|1|1|22|39|0|2|2011|9|11/6/2011|6|1:00|20111106|61.0|23.0|10.0|23.0|12.7|WSW|30.26|0.0||Scattered Clouds|0.0|0.0|||12.7333333333|0.483870967742|11.1|0.714285714286|4.36363636364|3.23076923077|0
598|HOU|CLE|HOU|CLE|30|12|21|119|2|15|35:15|36|2|95|261|380|1|10|128|4|35|24:45|30|4|175|44|172|2|2|3|1|3|14|14|22|23|1|0|21|40|0|3|2011|9|11/6/2011|6|1:00|20111106|80.6|64.4|9.0|58.0|17.3|SE|29.98|0.0||Overcast|0.0|0.0||82.3|8.5|0.636363636364|9.14285714286|0.608695652174|12.4285714286|1.1|1
